%Pulse Patch Data Log 12/11 23:48
%RED and IR values in Counts, Temp values in degrees C
%
%,,Sample,RED,IR,TEMP
t,200,1,0,4081,;
t,200,2,2293,4101,;
t,200,3,2329,4113,;
t,200,4,2331,4092,;
t,200,5,2297,4058,;
t,200,6,2290,4069,;
t,200,7,2298,4098,;
t,200,8,2332,4112,;
t,200,9,2340,4093,;
t,200,10,2314,4063,;
t,200,11,2287,4072,;
t,200,12,2299,4104,;
t,200,13,2321,4120,;
t,200,14,2343,4112,;
t,200,15,2298,4068,;
t,200,16,2281,4096,;
t,200,17,2308,4115,;
t,200,18,2332,4124,;
t,200,19,2321,4100,;
t,200,20,2294,4069,;
t,200,21,2292,4086,;
t,200,22,2300,4098,;
t,200,23,2321,4111,;
t,200,24,2328,4111,;
t,200,25,2301,4063,;
t,200,26,2285,4081,;
t,200,27,2299,4090,;
t,200,28,2326,4109,;
t,200,29,2333,4100,;
t,200,30,2304,4059,;
t,200,31,2270,4073,;
t,200,32,2313,4100,;
t,200,33,2327,4099,;
t,200,34,2327,4085,;
t,200,35,2297,4050,;
t,200,36,2271,4053,;
t,200,37,2300,4102,;
t,200,38,2334,4108,;
t,200,39,2329,4103,;
t,200,40,2297,4053,;
t,200,41,2279,4056,;
t,200,42,2296,4081,;
t,200,43,2330,4095,;
t,200,44,2334,4064,;
t,200,45,2276,4033,;
t,200,46,2279,4035,;
t,200,47,2298,4051,;
t,200,48,2307,4081,;
t,200,49,2307,4026,;
t,200,50,2277,4026,;
t,200,51,2265,4033,;
t,200,52,2293,4063,;
t,200,53,2315,4088,;
t,200,54,2312,4062,;
t,200,55,2277,4029,;
t,200,56,2285,4053,;
t,200,57,2304,4073,;
t,200,58,2323,4092,;
t,200,59,2328,4066,;
t,200,60,2286,4041,;
t,200,61,2282,4058,;
t,200,62,2285,4083,;
t,200,63,2307,4090,;
t,200,64,2312,4065,;
t,200,65,2282,4035,;
t,200,66,2272,4053,;
t,200,67,2295,4076,;
t,200,68,2316,4077,;
t,200,69,2315,4047,;
t,200,70,2284,4042,;
t,200,71,2262,4050,;
t,200,72,2293,4083,;
t,200,73,2306,4085,;
t,200,74,2320,4064,;
t,200,75,2268,4023,;
t,200,76,2281,4045,;
t,200,77,2298,4086,;
t,200,78,2310,4082,;
t,200,79,2322,4040,;
t,200,80,2281,4023,;
t,200,81,2279,4048,;
t,200,82,2292,4089,;
t,200,83,2310,4076,;
t,200,84,2326,4053,;
t,200,85,2276,4031,;
t,200,86,2270,4057,;
t,200,87,2296,4073,;
t,200,88,2312,4064,;
